student_id,exam_year,eapcet_score,predicted_rank,rank_band,data_confidence,source_type
5427,2025,42.36,130709,Above 50000,high,exact
5428,2024,72.75,7397,Top 10000,medium,derived
5429,2024,126.44,384,Top 1000,medium,derived
5430,2024,148.85,32,Top 100,medium,derived
5431,2025,53.74,31904,Top 50000,high,exact
5432,2025,40.63,170940,Above 50000,high,exact
5433,2024,154.61,4,Top 100,medium,derived
5434,2025,92.85,1332,Top 10000,high,exact
5435,2023,123.3,178,Top 1000,medium,derived
5436,2024,150.66,20,Top 100,medium,derived
5437,2025,86.28,2225,Top 10000,high,exact
5438,2025,67.34,10158,Top 50000,high,exact
5439,2025,130.83,60,Top 100,high,exact
5440,2023,110.62,330,Top 1000,medium,derived
5441,2025,41.14,148258,Above 50000,high,exact
5442,2021,124.53,206,Top 1000,medium,derived
5443,2023,88.79,1710,Top 10000,medium,derived
5444,2025,43.42,122106,Above 50000,high,exact
5445,2025,124.24,122,Top 1000,high,exact
5446,2022,103.01,542,Top 1000,medium,derived
5447,2024,153.74,13,Top 100,medium,derived
5448,2021,118.23,294,Top 1000,medium,derived
5449,2022,134.58,80,Top 100,medium,derived
5450,2025,116.8,246,Top 1000,high,exact
5451,2024,141.89,87,Top 100,medium,derived
5452,2023,136.82,61,Top 100,medium,derived
5453,2024,57.03,20718,Top 50000,medium,derived
5454,2021,103.53,682,Top 1000,medium,derived
5455,2025,88.34,2017,Top 10000,high,exact
5456,2025,142.73,6,Top 100,high,exact
5457,2025,68.41,9130,Top 10000,high,exact
5458,2024,101.88,1331,Top 10000,medium,derived
5459,2022,124.25,157,Top 1000,medium,derived
5460,2024,141.41,91,Top 100,medium,derived
5461,2021,124.54,199,Top 1000,medium,derived
5462,2024,147.87,29,Top 100,medium,derived
5463,2024,100.85,1419,Top 10000,medium,derived
5464,2023,142.42,42,Top 100,medium,derived
5465,2022,56.31,29451,Top 50000,medium,derived
5466,2025,104.07,602,Top 1000,high,exact
5467,2021,142.99,41,Top 100,medium,derived
5468,2022,46.11,106387,Above 50000,medium,derived
5469,2023,113.95,277,Top 1000,medium,derived
5470,2022,154.44,8,Top 100,medium,derived
5471,2022,109.63,378,Top 1000,medium,derived
5472,2023,50.76,60280,Above 50000,medium,derived
5473,2021,122.41,210,Top 1000,medium,derived
5474,2022,122.45,155,Top 1000,medium,derived
5475,2024,117.79,691,Top 1000,medium,derived
5476,2025,74.67,5876,Top 10000,high,exact
5477,2024,116.71,757,Top 1000,medium,derived
5478,2025,118.76,202,Top 1000,high,exact
5479,2024,101.87,1414,Top 10000,medium,derived
5480,2025,43.19,123405,Above 50000,high,exact
5481,2024,154.63,9,Top 100,medium,derived
5482,2021,74.59,6682,Top 10000,medium,derived
5483,2024,112.74,1009,Top 10000,medium,derived
5484,2025,79.59,3812,Top 10000,high,exact
5485,2023,128.91,108,Top 1000,medium,derived
5486,2021,123.13,208,Top 1000,medium,derived
5487,2021,102.15,797,Top 1000,medium,derived
5488,2024,153.85,9,Top 100,medium,derived
5489,2025,100.64,744,Top 1000,high,exact
5490,2024,130.5,272,Top 1000,medium,derived
5491,2025,94.23,1316,Top 10000,high,exact
5492,2025,110.72,369,Top 1000,high,exact
5493,2022,67.39,10475,Top 50000,medium,derived
5494,2023,78.96,3568,Top 10000,medium,derived
5495,2022,55.3,29591,Top 50000,medium,derived
5496,2021,63.94,15344,Top 50000,medium,derived
5497,2024,158.66,1,Top 100,medium,derived
5498,2023,137.86,58,Top 100,medium,derived
5499,2024,57.11,21103,Top 50000,medium,derived
5500,2025,44.23,115443,Above 50000,high,exact
5501,2025,61.23,16773,Top 50000,high,exact
5502,2024,101.47,1384,Top 10000,medium,derived
5503,2025,130.7,61,Top 100,high,exact
5504,2025,115.87,258,Top 1000,high,exact
5505,2024,127.68,386,Top 1000,medium,derived
5506,2024,158.35,5,Top 100,medium,derived
5507,2024,63.56,16200,Top 50000,medium,derived
5508,2025,52.36,39988,Top 50000,high,exact
5509,2023,67.92,10165,Top 50000,medium,derived
5510,2023,142.05,41,Top 100,medium,derived
5511,2022,87.87,1773,Top 10000,medium,derived
5512,2025,60.41,16252,Top 50000,high,exact
5513,2024,118.47,667,Top 1000,medium,derived
5514,2024,46.39,77241,Above 50000,medium,derived
5515,2025,88.71,1911,Top 10000,high,exact
5516,2025,48.35,66494,Above 50000,high,exact
5517,2025,85.76,2335,Top 10000,high,exact
5518,2025,68.7,10111,Top 50000,high,exact
5519,2025,115.3,276,Top 1000,high,exact
5520,2024,147.61,32,Top 100,medium,derived
5521,2023,44.4,135645,Above 50000,medium,derived
5522,2025,41.25,149380,Above 50000,high,exact
5523,2024,144.96,57,Top 100,medium,derived
5524,2025,45.84,93867,Above 50000,high,exact
5525,2025,43.45,130454,Above 50000,high,exact
5526,2025,47.44,79018,Above 50000,high,exact
5527,2025,152.92,1,Top 100,high,exact
5528,2025,76.44,4576,Top 10000,high,exact
5529,2025,58.57,22303,Top 50000,high,exact
5530,2025,80.79,3479,Top 10000,high,exact
5531,2025,43.19,119489,Above 50000,high,exact
5532,2023,67.8,10631,Top 50000,medium,derived
5533,2025,40.23,169225,Above 50000,high,exact
5534,2021,51.44,58245,Above 50000,medium,derived
5535,2024,157.52,3,Top 100,medium,derived
5536,2024,129.71,357,Top 1000,medium,derived
5537,2023,133.41,90,Top 100,medium,derived
5538,2025,107.83,480,Top 1000,high,exact
5539,2024,135.52,178,Top 1000,medium,derived
5540,2024,160.32,1,Top 100,medium,derived
5541,2024,154.92,11,Top 100,medium,derived
5542,2023,40.99,149965,Above 50000,medium,derived
5543,2024,134.48,193,Top 1000,medium,derived
5544,2023,156.85,5,Top 100,medium,derived
5545,2025,57.34,25387,Top 50000,high,exact
5546,2023,149.57,15,Top 100,medium,derived
5547,2021,113.9,376,Top 1000,medium,derived
5548,2025,72.37,6665,Top 10000,high,exact
5549,2025,83.14,2882,Top 10000,high,exact
5550,2025,103.59,624,Top 1000,high,exact
5551,2021,77.39,4103,Top 10000,medium,derived
5552,2023,159.32,1,Top 100,medium,derived
5553,2025,51.44,42612,Top 50000,high,exact
5554,2024,119.77,567,Top 1000,medium,derived
5555,2024,104.57,1179,Top 10000,medium,derived
5556,2021,78.3,4356,Top 10000,medium,derived
5557,2023,159.73,8,Top 100,medium,derived
5558,2025,96.62,1079,Top 10000,high,exact
5559,2024,61.63,18141,Top 50000,medium,derived
5560,2024,156.56,6,Top 100,medium,derived
5561,2024,41.77,176914,Above 50000,medium,derived
5562,2024,143.42,67,Top 100,medium,derived
5563,2024,107.74,1084,Top 10000,medium,derived
5564,2024,137.65,171,Top 1000,medium,derived
5565,2024,61.47,16581,Top 50000,medium,derived
5566,2023,97.38,827,Top 1000,medium,derived
5567,2023,113.9,291,Top 1000,medium,derived
5568,2025,46.09,89944,Above 50000,high,exact
5569,2021,104.32,646,Top 1000,medium,derived
5570,2021,66.54,9844,Top 10000,medium,derived
5571,2024,102.77,1267,Top 10000,medium,derived
5572,2024,143.5,65,Top 100,medium,derived
5573,2025,43.29,131961,Above 50000,high,exact
5574,2024,149.99,24,Top 100,medium,derived
5575,2025,40.43,170399,Above 50000,high,exact
5576,2025,126.36,99,Top 100,high,exact
5577,2023,85.15,2209,Top 10000,medium,derived
5578,2024,46.3,77403,Above 50000,medium,derived
5579,2021,71.61,6833,Top 10000,medium,derived
5580,2025,137.78,16,Top 100,high,exact
5581,2025,66.62,11302,Top 50000,high,exact
5582,2021,76.97,4420,Top 10000,medium,derived
5583,2025,62.58,13292,Top 50000,high,exact
5584,2025,146.49,6,Top 100,medium,interpolated
5585,2023,57.89,25553,Top 50000,medium,derived
5586,2023,117.82,250,Top 1000,medium,derived
5587,2025,91.37,1491,Top 10000,high,exact
5588,2025,124.2,123,Top 1000,high,exact
5589,2024,66.49,9240,Top 10000,medium,derived
5590,2025,132.5,39,Top 100,high,exact
5591,2021,71.93,6821,Top 10000,medium,derived
5592,2024,138.15,136,Top 1000,medium,derived
5593,2021,40.36,107875,Above 50000,medium,derived
5594,2023,104.22,592,Top 1000,medium,derived
5595,2025,52.24,40932,Top 50000,high,exact
5596,2021,127.46,159,Top 1000,medium,derived
5597,2025,44.09,118145,Above 50000,high,exact
5598,2025,60.48,18392,Top 50000,high,exact
5599,2023,61.33,17224,Top 50000,medium,derived
5600,2025,129.6,68,Top 100,high,exact
5601,2024,132.58,253,Top 1000,medium,derived
5602,2025,60.4,17533,Top 50000,high,exact
5603,2025,116.52,252,Top 1000,high,exact
5604,2025,49.48,57904,Above 50000,high,exact
5605,2024,106.59,1122,Top 10000,medium,derived
5606,2024,136.77,164,Top 1000,medium,derived
5607,2024,126.7,377,Top 1000,medium,derived
5608,2021,67.64,10024,Top 50000,medium,derived
5609,2024,152.8,14,Top 100,medium,derived
5610,2025,44.64,101032,Above 50000,high,exact
5611,2024,100.75,1408,Top 10000,medium,derived
5612,2025,123.82,119,Top 1000,high,exact
5613,2025,138.23,14,Top 100,high,exact
5614,2025,93.76,1278,Top 10000,high,exact
5615,2025,99.74,906,Top 1000,high,exact
5616,2024,139.79,120,Top 1000,medium,derived
5617,2025,47.09,73769,Above 50000,high,exact
5618,2025,87.37,2139,Top 10000,high,exact
5619,2023,158.25,2,Top 100,medium,derived
5620,2022,91.47,1385,Top 10000,medium,derived
5621,2025,43.05,129006,Above 50000,high,exact
5622,2025,131.86,44,Top 100,high,exact
5623,2024,125.95,451,Top 1000,medium,derived
5624,2024,130.46,304,Top 1000,medium,derived
5625,2024,125.43,421,Top 1000,medium,derived
5626,2022,71.34,6743,Top 10000,medium,derived
5627,2023,148.57,28,Top 100,medium,derived
5628,2025,131.59,49,Top 100,high,exact
5629,2021,147.45,31,Top 100,medium,derived
5630,2023,138.95,52,Top 100,medium,derived
5631,2025,87.55,2121,Top 10000,high,exact
5632,2025,48.18,70047,Above 50000,high,exact
5633,2023,107.37,428,Top 1000,medium,derived
5634,2024,130.59,308,Top 1000,medium,derived
5635,2024,115.58,716,Top 1000,medium,derived
5636,2025,103.29,655,Top 1000,high,exact
5637,2024,136.41,165,Top 1000,medium,derived
5638,2023,56.26,36292,Top 50000,medium,derived
5639,2023,159.17,1,Top 100,medium,derived
5640,2023,42.43,132266,Above 50000,medium,derived
5641,2024,41.1,139187,Above 50000,medium,derived
5642,2025,131.8,42,Top 100,high,exact
5643,2024,61.1,19633,Top 50000,medium,derived
5644,2023,139.31,56,Top 100,medium,derived
5645,2023,87.89,1709,Top 10000,medium,derived
5646,2025,136.91,19,Top 100,high,exact
5647,2024,61.84,15542,Top 50000,medium,derived
5648,2024,40.39,193223,Above 50000,medium,derived
5649,2024,66.87,10187,Top 50000,medium,derived
5650,2021,128.4,152,Top 1000,medium,derived
5651,2023,68.36,9208,Top 10000,medium,derived
5652,2024,150.76,18,Top 100,medium,derived
5653,2025,131.85,44,Top 100,high,exact
5654,2022,84.07,2384,Top 10000,medium,derived
5655,2025,74.51,5458,Top 10000,high,exact
5656,2024,139.64,126,Top 1000,medium,derived
5657,2021,84.32,2893,Top 10000,medium,derived
5658,2024,147.83,37,Top 100,medium,derived
5659,2024,115.6,670,Top 1000,medium,derived
5660,2023,114.02,289,Top 1000,medium,derived
5661,2025,116.51,236,Top 1000,high,exact
5662,2023,69.47,8978,Top 10000,medium,derived
5663,2024,108.38,1108,Top 10000,medium,derived
5664,2025,121.53,167,Top 1000,high,exact
5665,2022,136.72,64,Top 100,medium,derived
5666,2025,73.33,5838,Top 10000,high,exact
5667,2025,87.06,2217,Top 10000,high,exact
5668,2023,118.48,220,Top 1000,medium,derived
5669,2021,93.7,1274,Top 10000,medium,derived
5670,2021,51.3,48391,Top 50000,medium,derived
5671,2024,145.65,49,Top 100,medium,derived
5672,2024,114.51,747,Top 1000,medium,derived
5673,2023,123.3,173,Top 1000,medium,derived
5674,2021,134.05,92,Top 100,medium,derived
5675,2023,153.67,6,Top 100,medium,derived
5676,2025,46.52,86513,Above 50000,high,exact
5677,2021,112.74,420,Top 1000,medium,derived
5678,2025,102.85,667,Top 1000,high,exact
5679,2025,123.13,139,Top 1000,high,exact
5680,2024,103.49,1327,Top 10000,medium,derived
5681,2023,112.18,334,Top 1000,medium,derived
5682,2025,91.61,1522,Top 10000,high,exact
5683,2021,43.32,82618,Above 50000,medium,derived
5684,2025,48.06,65912,Above 50000,high,exact
5685,2022,144.35,33,Top 100,medium,derived
5686,2021,66.91,11530,Top 50000,medium,derived
5687,2023,103.29,521,Top 1000,medium,derived
5688,2023,87.03,1971,Top 10000,medium,derived
5689,2024,135.96,182,Top 1000,medium,derived
5690,2024,114.54,769,Top 1000,medium,derived
5691,2025,43.31,109770,Above 50000,high,exact
5692,2024,136.64,171,Top 1000,medium,derived
5693,2025,43.81,113709,Above 50000,high,exact
5694,2025,102.76,696,Top 1000,high,exact
5695,2024,40.32,199674,Above 50000,medium,derived
5696,2021,61.69,20897,Top 50000,medium,derived
5697,2025,97.49,985,Top 1000,high,exact
5698,2025,53.02,33958,Top 50000,high,exact
5699,2025,97.7,1012,Top 10000,high,exact
5700,2023,98.83,793,Top 1000,medium,derived
5701,2021,97.87,1124,Top 10000,medium,derived
5702,2025,70.36,7656,Top 10000,high,exact
5703,2025,122.88,135,Top 1000,high,exact
5704,2025,43.74,110253,Above 50000,high,exact
5705,2023,133.79,92,Top 100,medium,derived
5706,2025,131.77,49,Top 100,high,exact
5707,2025,139.65,13,Top 100,high,exact
5708,2024,40.4,200533,Above 50000,medium,derived
5709,2025,40.22,171686,Above 50000,high,exact
5710,2022,88.55,1581,Top 10000,medium,derived
5711,2023,111.75,353,Top 1000,medium,derived
5712,2021,158.19,1,Top 100,medium,derived
5713,2025,118.69,211,Top 1000,high,exact
5714,2024,41.43,149261,Above 50000,medium,derived
5715,2024,110.2,930,Top 1000,medium,derived
5716,2023,76.28,4527,Top 10000,medium,derived
5717,2024,104.8,1308,Top 10000,medium,derived
5718,2024,46.41,84397,Above 50000,medium,derived
5719,2025,117.71,227,Top 1000,high,exact
5720,2022,106.83,445,Top 1000,medium,derived
5721,2025,119.65,183,Top 1000,high,exact
5722,2025,80.82,3610,Top 10000,high,exact
5723,2025,99.15,956,Top 1000,high,exact
5724,2023,153.56,8,Top 100,medium,derived
5725,2022,82.05,2771,Top 10000,medium,derived
5726,2025,154.36,1,Top 100,medium,interpolated
5727,2023,113.11,327,Top 1000,medium,derived
5728,2023,149.33,26,Top 100,medium,derived
5729,2025,42.1,139169,Above 50000,high,exact
5730,2022,148.44,24,Top 100,medium,derived
5731,2024,111.39,874,Top 1000,medium,derived
5732,2022,123.91,169,Top 1000,medium,derived
5733,2025,134.98,26,Top 100,high,exact
5734,2023,66.24,10387,Top 50000,medium,derived
5735,2025,90.48,1563,Top 10000,high,exact
5736,2025,71.89,7088,Top 10000,high,exact
5737,2024,57.6,26613,Top 50000,medium,derived
5738,2025,43.56,133793,Above 50000,high,exact
5739,2024,120.47,603,Top 1000,medium,derived
5740,2025,78.21,4056,Top 10000,high,exact
5741,2022,115.82,280,Top 1000,medium,derived
5742,2023,118.28,234,Top 1000,medium,derived
5743,2024,149.72,23,Top 100,medium,derived
5744,2025,40.19,158293,Above 50000,high,exact
5745,2024,143.39,69,Top 100,medium,derived
5746,2025,100.86,772,Top 1000,high,exact
5747,2024,156.44,3,Top 100,medium,derived
5748,2025,86.76,2206,Top 10000,high,exact
5749,2025,45.13,100830,Above 50000,high,exact
5750,2024,127.4,355,Top 1000,medium,derived
5751,2023,153.23,14,Top 100,medium,derived
5752,2024,123.88,509,Top 1000,medium,derived
5753,2025,41.72,145179,Above 50000,high,exact
5754,2021,52.43,51896,Above 50000,medium,derived
5755,2023,55.21,35852,Top 50000,medium,derived
5756,2024,133.46,231,Top 1000,medium,derived
5757,2024,108.53,999,Top 1000,medium,derived
5758,2023,136.7,68,Top 100,medium,derived
5759,2022,139.67,49,Top 100,medium,derived
5760,2025,80.69,3502,Top 10000,high,exact
5761,2024,153.69,12,Top 100,medium,derived
5762,2025,74.22,5605,Top 10000,high,exact
5763,2025,41.45,144605,Above 50000,high,exact
5764,2025,61.45,16711,Top 50000,high,exact
5765,2023,102.28,592,Top 1000,medium,derived
5766,2022,157.73,6,Top 100,medium,derived
5767,2025,97.06,993,Top 1000,high,exact
5768,2021,142.21,53,Top 100,medium,derived
5769,2024,141.9,94,Top 100,medium,derived
5770,2023,148.44,17,Top 100,medium,derived
5771,2023,149.35,20,Top 100,medium,derived
5772,2023,74.53,5679,Top 10000,medium,derived
5773,2025,89.51,1849,Top 10000,high,exact
5774,2025,52.26,39576,Top 50000,high,exact
5775,2025,45.27,104041,Above 50000,high,exact
5776,2024,44.29,112830,Above 50000,medium,derived
5777,2024,106.79,1182,Top 10000,medium,derived
5778,2023,84.36,2259,Top 10000,medium,derived
5779,2025,82.82,3118,Top 10000,high,exact
5780,2024,146.77,40,Top 100,medium,derived
5781,2024,61.14,14955,Top 50000,medium,derived
5782,2023,57.49,25208,Top 50000,medium,derived
5783,2024,116.77,695,Top 1000,medium,derived
5784,2024,157.24,2,Top 100,medium,derived
5785,2021,133.45,103,Top 1000,medium,derived
5786,2023,123.35,174,Top 1000,medium,derived
5787,2024,153.95,17,Top 100,medium,derived
5788,2025,40.6,151535,Above 50000,high,exact
5789,2022,108.26,392,Top 1000,medium,derived
5790,2023,84.0,2261,Top 10000,medium,derived
5791,2025,101.87,716,Top 1000,high,exact
5792,2024,130.31,304,Top 1000,medium,derived
5793,2024,119.66,590,Top 1000,medium,derived
5794,2025,114.38,278,Top 1000,high,exact
5795,2025,60.08,17004,Top 50000,high,exact
5796,2023,103.12,620,Top 1000,medium,derived
5797,2023,88.57,1769,Top 10000,medium,derived
5798,2022,62.22,16032,Top 50000,medium,derived
5799,2025,104.57,618,Top 1000,high,exact
5800,2025,79.88,3844,Top 10000,high,exact
5801,2021,134.03,98,Top 100,medium,derived
5802,2023,87.15,1872,Top 10000,medium,derived
5803,2025,72.81,6448,Top 10000,high,exact
5804,2025,133.82,32,Top 100,high,exact
5805,2024,146.87,38,Top 100,medium,derived
5806,2025,78.84,4054,Top 10000,high,exact
5807,2023,117.69,233,Top 1000,medium,derived
5808,2021,114.01,388,Top 1000,medium,derived
5809,2023,60.7,19494,Top 50000,medium,derived
5810,2022,144.19,29,Top 100,medium,derived
5811,2024,157.64,4,Top 100,medium,derived
5812,2025,40.13,141585,Above 50000,high,exact
5813,2024,157.66,2,Top 100,medium,derived
5814,2025,122.89,133,Top 1000,high,exact
5815,2023,112.2,346,Top 1000,medium,derived
5816,2025,60.61,17194,Top 50000,high,exact
5817,2024,117.26,686,Top 1000,medium,derived
5818,2025,84.67,2690,Top 10000,high,exact
5819,2025,85.43,2521,Top 10000,high,exact
5820,2022,103.12,607,Top 1000,medium,derived
5821,2025,108.63,421,Top 1000,high,exact
5822,2025,40.04,154444,Above 50000,high,exact
5823,2025,42.34,127808,Above 50000,high,exact
5824,2023,119.21,213,Top 1000,medium,derived
5825,2024,150.82,20,Top 100,medium,derived
5826,2022,52.43,34374,Top 50000,medium,derived
5827,2024,150.68,14,Top 100,medium,derived
5828,2025,155.72,1,Top 100,high,exact
5829,2021,80.2,3955,Top 10000,medium,derived
5830,2025,76.16,4689,Top 10000,high,exact
5831,2025,44.33,123395,Above 50000,high,exact
5832,2023,157.9,3,Top 100,medium,derived
5833,2023,112.73,378,Top 1000,medium,derived
5834,2021,78.52,4068,Top 10000,medium,derived
5835,2024,138.69,128,Top 1000,medium,derived
5836,2022,132.16,95,Top 100,medium,derived
5837,2025,40.11,161905,Above 50000,high,exact
5838,2025,136.6,20,Top 100,high,exact
5839,2023,63.63,13925,Top 50000,medium,derived
5840,2024,72.56,6304,Top 10000,medium,derived
5841,2025,148.75,1,Top 100,medium,interpolated
5842,2025,122.9,138,Top 1000,high,exact
5843,2024,120.8,616,Top 1000,medium,derived
5844,2025,114.75,283,Top 1000,high,exact
5845,2025,40.17,168183,Above 50000,high,exact
5846,2022,122.47,161,Top 1000,medium,derived
5847,2025,56.39,27802,Top 50000,high,exact
5848,2025,41.52,152515,Above 50000,high,exact
5849,2022,55.6,29064,Top 50000,medium,derived
5850,2024,142.62,73,Top 100,medium,derived
5851,2023,103.05,569,Top 1000,medium,derived
5852,2022,142.77,40,Top 100,medium,derived
5853,2025,113.55,282,Top 1000,high,exact
5854,2023,138.8,51,Top 100,medium,derived
5855,2024,105.68,1261,Top 10000,medium,derived
5856,2025,113.56,291,Top 1000,high,exact
5857,2025,43.02,138772,Above 50000,high,exact
5858,2024,125.63,410,Top 1000,medium,derived
5859,2024,152.73,13,Top 100,medium,derived
5860,2024,117.82,637,Top 1000,medium,derived
5861,2023,141.27,42,Top 100,medium,derived
5862,2025,96.69,1090,Top 10000,high,exact
5863,2022,141.19,39,Top 100,medium,derived
5864,2025,67.34,9609,Top 10000,high,exact
5865,2025,76.56,5083,Top 10000,high,exact
5866,2023,67.09,11094,Top 50000,medium,derived
5867,2025,97.58,1102,Top 10000,high,exact
5868,2023,152.17,13,Top 100,medium,derived
5869,2023,152.36,12,Top 100,medium,derived
5870,2025,118.91,205,Top 1000,high,exact
5871,2023,144.12,34,Top 100,medium,derived
5872,2025,78.69,4008,Top 10000,high,exact
5873,2023,146.93,26,Top 100,medium,derived
5874,2024,109.66,899,Top 1000,medium,derived
5875,2022,61.65,17859,Top 50000,medium,derived
5876,2025,120.26,167,Top 1000,high,exact
5877,2025,78.7,3907,Top 10000,high,exact
5878,2025,134.8,28,Top 100,high,exact
5879,2023,74.42,5631,Top 10000,medium,derived
5880,2024,143.5,62,Top 100,medium,derived
5881,2024,141.78,88,Top 100,medium,derived
5882,2025,85.48,2467,Top 10000,high,exact
5883,2023,134.58,69,Top 100,medium,derived
5884,2025,66.56,10497,Top 50000,high,exact
5885,2024,148.22,23,Top 100,medium,derived
5886,2021,73.85,6202,Top 10000,medium,derived
5887,2023,159.12,5,Top 100,medium,derived
5888,2025,41.11,141177,Above 50000,high,exact
5889,2025,42.05,138410,Above 50000,high,exact
5890,2022,91.6,1281,Top 10000,medium,derived
5891,2025,47.41,77665,Above 50000,high,exact
5892,2025,107.71,481,Top 1000,high,exact
5893,2024,146.37,39,Top 100,medium,derived
5894,2022,116.18,258,Top 1000,medium,derived
5895,2024,138.89,129,Top 1000,medium,derived
5896,2023,123.97,166,Top 1000,medium,derived
5897,2024,105.65,1122,Top 10000,medium,derived
5898,2024,137.83,151,Top 1000,medium,derived
5899,2024,63.45,14483,Top 50000,medium,derived
5900,2024,126.59,354,Top 1000,medium,derived
5901,2024,159.8,4,Top 100,medium,derived
5902,2022,87.2,1560,Top 10000,medium,derived
5903,2025,66.29,10567,Top 50000,high,exact
5904,2025,48.19,66317,Above 50000,high,exact
5905,2025,105.43,549,Top 1000,high,exact
5906,2021,82.74,3400,Top 10000,medium,derived
5907,2023,102.58,584,Top 1000,medium,derived
5908,2025,47.15,80553,Above 50000,high,exact
5909,2025,44.2,113359,Above 50000,high,exact
5910,2025,88.35,1917,Top 10000,high,exact
5911,2023,88.5,1657,Top 10000,medium,derived
5912,2025,41.76,139854,Above 50000,high,exact
5913,2025,80.68,3493,Top 10000,high,exact
5914,2022,96.71,987,Top 1000,medium,derived
5915,2025,89.36,1824,Top 10000,high,exact
5916,2025,107.87,456,Top 1000,high,exact
5917,2023,128.06,133,Top 1000,medium,derived
5918,2025,53.18,38332,Top 50000,high,exact
5919,2024,108.82,1116,Top 10000,medium,derived
5920,2024,146.73,39,Top 100,medium,derived
5921,2024,122.33,507,Top 1000,medium,derived
5922,2024,141.97,91,Top 100,medium,derived
5923,2021,106.85,615,Top 1000,medium,derived
5924,2025,58.3,22039,Top 50000,high,exact
5925,2024,115.71,687,Top 1000,medium,derived
5926,2024,61.31,19462,Top 50000,medium,derived
5927,2023,91.09,1324,Top 10000,medium,derived
5928,2025,50.33,51955,Above 50000,high,exact
5929,2021,82.52,3046,Top 10000,medium,derived
5930,2021,123.18,220,Top 1000,medium,derived
5931,2025,62.78,14788,Top 50000,high,exact
5932,2025,85.58,2355,Top 10000,high,exact
5933,2021,91.85,1935,Top 10000,medium,derived
5934,2023,132.22,90,Top 100,medium,derived
5935,2021,68.66,9606,Top 10000,medium,derived
5936,2024,110.41,928,Top 1000,medium,derived
5937,2025,50.3,55477,Above 50000,high,exact
5938,2025,46.7,78005,Above 50000,high,exact
5939,2024,108.87,1082,Top 10000,medium,derived
5940,2024,133.32,195,Top 1000,medium,derived
5941,2022,143.48,31,Top 100,medium,derived
5942,2023,150.92,14,Top 100,medium,derived
5943,2024,159.28,1,Top 100,medium,derived
5944,2025,139.21,15,Top 100,high,exact
5945,2024,147.92,35,Top 100,medium,derived
5946,2025,137.59,22,Top 100,high,exact
5947,2025,125.31,114,Top 1000,high,exact
5948,2025,51.02,46837,Top 50000,high,exact
5949,2021,111.96,427,Top 1000,medium,derived
5950,2023,74.61,4695,Top 10000,medium,derived
5951,2024,153.59,12,Top 100,medium,derived
5952,2023,138.54,54,Top 100,medium,derived
5953,2022,143.17,32,Top 100,medium,derived
5954,2024,121.47,610,Top 1000,medium,derived
5955,2024,156.84,5,Top 100,medium,derived
5956,2022,123.15,167,Top 1000,medium,derived
5957,2025,44.68,103506,Above 50000,high,exact
5958,2024,120.68,598,Top 1000,medium,derived
5959,2025,128.62,77,Top 100,high,exact
5960,2025,93.13,1264,Top 10000,high,exact
5961,2024,112.58,846,Top 1000,medium,derived
5962,2023,147.82,23,Top 100,medium,derived
5963,2023,62.83,16038,Top 50000,medium,derived
5964,2023,147.57,20,Top 100,medium,derived
5965,2023,124.24,162,Top 1000,medium,derived
5966,2023,98.6,768,Top 1000,medium,derived
5967,2025,145.5,4,Top 100,high,exact
5968,2022,119.8,213,Top 1000,medium,derived
5969,2024,139.67,123,Top 1000,medium,derived
5970,2023,72.33,5543,Top 10000,medium,derived
5971,2024,109.79,1009,Top 10000,medium,derived
5972,2024,147.56,34,Top 100,medium,derived
5973,2024,132.74,233,Top 1000,medium,derived
5974,2022,108.87,369,Top 1000,medium,derived
5975,2025,46.19,91149,Above 50000,high,exact
5976,2025,76.79,4707,Top 10000,high,exact
5977,2021,157.31,1,Top 100,medium,derived
5978,2022,50.85,54061,Above 50000,medium,derived
5979,2023,76.98,4397,Top 10000,medium,derived
5980,2025,135.31,28,Top 100,high,exact
5981,2024,109.39,1006,Top 10000,medium,derived
5982,2021,132.35,106,Top 1000,medium,derived
5983,2025,47.08,79556,Above 50000,high,exact
5984,2022,122.58,170,Top 1000,medium,derived
5985,2021,53.0,43942,Top 50000,medium,derived
5986,2024,40.25,178655,Above 50000,medium,derived
5987,2025,98.22,981,Top 1000,high,exact
5988,2024,122.65,506,Top 1000,medium,derived
5989,2024,63.29,12863,Top 50000,medium,derived
5990,2025,132.5,39,Top 100,high,exact
5991,2025,44.47,106515,Above 50000,high,exact
5992,2021,149.67,24,Top 100,medium,derived
5993,2021,62.6,19196,Top 50000,medium,derived
5994,2023,77.58,3995,Top 10000,medium,derived
5995,2025,42.16,142200,Above 50000,high,exact
5996,2025,41.35,153551,Above 50000,high,exact
5997,2025,122.39,150,Top 1000,high,exact
5998,2025,102.68,695,Top 1000,high,exact
5999,2021,68.49,9528,Top 10000,medium,derived
6000,2024,139.79,123,Top 1000,medium,derived
6001,2023,119.76,206,Top 1000,medium,derived
6002,2025,82.47,3102,Top 10000,high,exact
6003,2021,152.42,21,Top 100,medium,derived
6004,2024,145.73,48,Top 100,medium,derived
6005,2022,152.72,8,Top 100,medium,derived
6006,2022,64.05,15268,Top 50000,medium,derived
6007,2025,53.24,34852,Top 50000,high,exact
6008,2023,149.57,22,Top 100,medium,derived
6009,2025,46.35,84700,Above 50000,high,exact
6010,2022,151.5,18,Top 100,medium,derived
6011,2024,148.38,28,Top 100,medium,derived
